inches,battery,ram(GB),weight(g),storage(GB),price(USD),brand_encoded,os_encoded,battery_type_encoded,video_720p_encoded,video_1080p_encoded,video_4K_encoded,video_8K_encoded,video_30fps_encoded,video_60fps_encoded,video_120fps_encoded,video_240fps_encoded,video_480fps_encoded,video_960fps_encoded,resolution_encoded
6.09,3020,2,150.0,32,200.0,3,21,0,0,1,0,0,1,0,0,0,0,0,76
6.26,4000,4,168.0,32,100.0,3,19,0,0,1,0,0,1,0,0,0,0,0,75
6.26,4000,4,180.0,16,150.0,12,22,1,0,1,0,0,0,1,0,0,0,0,75
6.2,4230,4,170.0,32,270.0,7,19,0,0,1,0,0,1,0,0,0,0,0,75
6.4,4000,3,169.0,32,400.0,9,21,1,0,1,0,0,1,0,0,0,0,0,76
5.9,3100,4,140.0,64,200.0,9,21,1,0,1,0,0,1,0,0,0,0,0,10
6.1,3650,8,165.0,64,130.0,3,21,1,1,1,1,0,1,1,0,0,0,1,10
6.47,4200,8,192.0,128,270.0,3,21,1,1,1,1,0,1,1,0,0,0,1,10
6.7,4500,8,183.0,128,270.0,9,21,1,1,1,1,0,1,1,1,1,0,0,13
6.15,3340,8,159.0,64,120.0,3,21,1,0,1,0,0,1,0,0,0,0,0,9
6.26,4000,4,180.0,32,120.0,12,21,1,0,1,0,0,0,1,0,0,0,0,75
6.1,4000,3,170.0,32,330.0,7,21,1,0,1,0,0,1,0,0,0,0,0,76
6.2,4230,4,170.0,64,210.0,7,19,0,0,1,0,0,1,0,0,0,0,0,75
5.71,3020,3,146.0,32,120.0,2,21,1,0,1,0,0,1,0,0,0,0,0,75
6.53,4020,8,190.0,128,250.0,7,21,1,0,1,0,0,1,0,0,0,0,0,10
6.22,3300,4,161.0,64,220.0,5,21,0,0,1,0,0,1,0,0,0,0,0,75
6.3,3500,6,168.0,64,260.0,9,21,1,1,1,1,0,1,0,0,0,0,0,10
5.0,2600,1,142.0,8,290.0,9,18,0,0,1,0,0,1,0,0,0,0,0,70
6.6,4065,8,215.0,256,320.0,7,21,1,1,1,1,0,1,1,1,1,0,0,10
6.09,3020,3,150.0,32,200.0,2,21,1,0,1,0,0,1,0,0,0,0,0,76
6.21,3400,6,164.0,64,210.0,2,21,1,0,1,0,0,0,1,0,0,0,0,10
6.21,3400,8,164.0,64,190.0,2,21,1,0,1,0,0,0,1,0,0,0,0,10
6.4,3765,8,185.0,128,350.0,7,21,1,1,1,1,0,1,0,1,0,0,0,10
6.6,4065,6,210.0,128,270.0,7,21,1,1,1,1,0,1,1,1,1,0,0,10
5.8,3000,3,141.0,32,160.0,9,21,1,0,1,0,0,0,1,0,0,0,0,76
6.7,3700,8,220.0,128,290.0,9,21,1,1,1,1,0,1,1,0,0,1,0,13
6.09,4000,4,187.0,64,200.0,5,21,1,0,1,0,0,1,0,0,0,0,0,76
6.1,4000,3,166.0,16,72.0,8,21,1,0,1,0,0,1,0,0,0,0,0,76
6.3,4045,6,172.0,64,270.0,8,21,1,1,1,1,0,1,1,1,0,0,1,10
6.39,4000,6,185.0,128,200.0,5,21,1,1,1,1,0,1,0,1,0,0,0,10
5.71,3020,2,146.0,16,280.0,3,21,0,0,1,0,0,1,0,0,0,0,0,75
6.26,3750,8,174.0,128,400.0,2,21,1,1,1,1,0,1,1,0,0,0,0,10
6.53,3765,8,191.0,64,160.0,8,21,1,1,1,1,0,1,1,1,0,0,1,10
6.59,4000,4,196.0,64,319.0,3,21,1,0,1,0,0,1,0,0,0,0,0,10
7.2,4200,8,233.0,128,420.0,3,21,1,1,1,1,0,1,1,0,0,0,1,4
6.4,4035,8,186.0,128,470.0,7,21,1,1,1,1,0,1,0,1,0,0,0,10
6.39,4000,8,191.0,64,260.0,12,21,1,1,1,1,0,1,1,1,1,0,1,10
6.3,4050,6,164.0,64,190.0,5,21,1,0,1,0,0,1,0,0,0,0,0,10
6.5,3765,8,191.0,64,100.0,7,21,1,1,1,1,0,1,0,1,0,0,0,10
6.26,4000,8,182.0,128,470.0,2,21,1,1,1,1,0,1,1,0,0,0,0,10
6.3,4000,4,186.0,32,140.0,12,21,1,0,1,0,0,0,0,1,0,0,0,10
6.53,4020,6,190.0,128,200.0,7,21,1,0,1,0,0,1,0,0,0,0,0,10
5.6,3000,4,147.0,64,290.0,1,21,1,1,1,1,0,1,0,1,0,0,0,2
6.0,3700,4,167.0,64,290.0,1,21,1,1,1,1,0,1,0,1,0,0,0,1
6.41,3700,6,182.0,128,400.0,6,21,1,1,1,1,0,1,1,1,1,1,0,10
6.67,4000,6,206.0,128,590.0,6,21,1,1,1,1,0,1,1,1,1,1,0,49
6.67,4000,6,206.0,128,800.0,6,21,1,1,1,1,0,1,1,1,1,1,0,49
5.45,4000,3,165.0,16,130.0,12,21,1,0,1,0,0,1,0,0,0,0,0,72
6.39,4000,8,191.0,64,400.0,12,21,1,1,1,1,0,1,1,1,1,0,1,10
6.3,3500,6,168.0,64,400.0,9,21,1,1,1,1,0,1,0,0,0,0,0,10
6.39,3500,8,171.0,128,220.0,3,21,1,1,1,1,0,1,0,0,0,0,0,10
6.4,4000,4,178.0,64,670.0,3,21,1,0,1,0,0,1,0,0,0,0,0,8
5.0,2800,3,172.0,32,380.0,9,21,0,0,1,0,0,1,0,0,0,0,0,71
6.39,3500,8,171.0,128,280.0,3,21,1,0,1,0,0,1,0,0,0,0,0,10
6.2,3500,3,179.0,32,550.0,4,21,0,0,1,0,0,1,0,0,0,0,0,1
6.4,4000,8,178.0,128,280.0,3,21,1,0,1,0,0,1,0,0,0,0,0,8
6.26,4000,4,175.0,32,110.0,4,21,1,0,1,0,0,1,0,0,0,0,0,75
6.22,4050,4,172.0,64,130.0,4,21,1,1,1,1,0,1,0,0,0,0,0,75
6.19,4000,3,164.0,32,200.0,4,21,1,0,1,0,0,1,0,0,0,0,0,74
6.39,4000,6,191.0,64,460.0,12,21,1,1,1,1,0,1,1,1,1,0,1,10
6.39,4000,6,185.0,128,430.0,5,21,1,1,1,1,0,1,0,1,0,0,0,10
5.83,3000,3,141.0,32,120.0,9,21,0,0,1,0,0,1,0,0,0,0,0,76
6.26,4000,8,178.0,128,390.0,3,21,1,1,1,1,0,1,0,0,0,0,0,10
6.39,4030,8,179.0,64,260.0,12,21,1,1,1,1,0,1,1,1,0,0,1,10
6.01,4030,6,173.0,64,170.0,12,21,1,1,1,1,0,1,0,1,0,0,0,76
6.39,4000,8,205.0,128,550.0,12,21,0,1,1,1,0,0,1,1,0,0,0,10
6.2,4230,4,175.0,32,96.0,8,21,1,0,1,0,0,1,0,0,0,0,0,75
6.59,4000,8,206.0,64,180.0,2,21,1,0,1,0,0,1,0,0,0,0,0,10
6.39,4000,8,159.0,64,160.0,5,21,1,1,1,1,0,1,0,0,0,0,0,10
6.09,4030,6,173.0,64,230.0,12,21,1,1,1,1,0,1,0,1,0,0,0,76
6.59,4000,8,202.0,128,230.0,2,21,1,0,1,0,0,1,0,0,0,0,0,10
6.59,4000,4,196.0,64,760.0,3,21,1,0,1,0,0,1,0,0,0,0,0,10
6.3,3500,12,168.0,256,180.0,9,21,0,1,1,1,0,1,1,1,1,0,1,7
6.8,4300,12,198.0,256,1100.0,9,21,0,1,1,1,0,1,1,1,1,0,1,46
6.1,3500,3,186.0,32,200.0,4,21,1,0,1,0,0,1,0,0,0,0,0,75
6.5,4000,3,194.0,32,190.0,4,21,1,0,1,0,0,1,0,0,0,0,0,75
5.45,3000,1,152.0,16,160.0,4,22,0,0,1,0,0,1,0,0,0,0,0,69
5.45,3000,2,148.0,16,100.0,4,21,0,0,1,0,0,1,0,0,0,0,0,72
6.8,4300,12,196.0,256,590.0,9,21,0,1,1,1,0,1,1,1,1,0,1,46
6.3,3500,8,168.0,256,80.0,9,21,0,1,1,1,0,1,1,1,1,0,1,7
6.2,4000,3,168.0,32,260.0,9,21,1,0,1,0,0,1,0,0,0,0,0,75
6.3,4035,8,184.0,64,430.0,8,21,1,1,1,1,0,1,1,1,0,0,1,10
6.5,5000,4,198.0,32,190.0,8,21,1,1,1,1,0,1,0,0,0,0,0,77
6.39,4000,8,191.0,64,325.38,12,21,1,1,1,1,0,1,1,1,1,0,1,10
6.4,4000,4,169.0,32,700.0,9,21,1,0,1,0,0,1,0,0,0,0,0,76
6.4,4000,6,169.0,64,590.0,9,21,1,1,1,1,0,1,0,0,0,0,0,10
6.26,3750,8,174.0,128,260.0,3,21,1,1,1,1,0,1,1,0,0,0,0,10
6.5,4000,8,189.0,128,270.0,7,21,1,1,1,1,0,1,1,0,0,0,0,13
6.5,4000,8,195.0,128,880.0,7,21,1,0,1,0,0,1,0,0,0,0,0,10
6.53,4000,8,195.0,128,1020.0,7,21,1,1,1,1,0,1,0,0,0,0,0,10
6.53,4500,8,200.0,64,220.0,12,21,1,1,1,1,0,1,1,1,0,0,1,10
6.3,4000,6,190.0,32,220.0,12,21,1,1,1,1,0,1,0,1,0,0,0,10
6.4,4000,3,169.0,32,1750.0,9,21,0,0,1,0,0,1,0,0,0,0,0,76
6.7,4500,8,206.0,128,290.0,9,21,1,1,1,1,0,1,1,0,0,0,1,13
6.7,4500,8,187.0,128,260.0,9,21,1,1,1,1,0,1,1,1,1,0,0,13
6.3,4035,8,184.0,64,130.0,8,21,1,1,1,1,0,1,1,1,0,0,1,10
6.39,4000,8,191.0,128,450.0,12,1,1,1,1,1,0,1,1,1,1,0,1,10
6.26,3750,8,172.0,128,250.0,2,21,1,0,1,0,0,1,0,0,0,0,0,10
6.39,4000,8,196.0,128,600.0,12,1,1,1,1,1,0,1,1,1,1,0,1,10
6.53,4500,12,198.0,512,650.0,3,1,1,1,1,1,0,0,1,1,0,0,1,23
6.4,3600,6,169.0,128,330.0,7,21,1,1,1,1,0,1,0,0,0,0,0,10
6.62,4200,8,196.0,128,190.0,3,1,1,1,1,1,0,0,1,1,0,0,1,10
6.09,4000,3,172.0,16,400.0,5,21,1,0,1,0,0,1,0,0,0,0,0,76
6.62,4200,8,196.0,128,340.0,3,1,1,1,1,1,0,0,1,1,0,0,1,10
6.39,4000,6,176.0,64,130.0,2,21,1,0,1,0,0,1,0,0,0,0,0,76
5.71,3020,3,146.0,32,90.0,2,21,1,0,1,0,0,1,0,0,0,0,0,75
6.59,4000,8,163.0,128,360.0,3,21,1,0,1,0,0,1,0,0,0,0,0,10
6.39,4000,8,196.0,128,500.0,12,1,1,1,1,1,0,1,1,1,1,0,1,10
6.3,4050,6,164.0,64,250.0,5,21,1,1,1,1,0,1,0,0,0,0,0,10
6.1,3140,6,164.0,128,500.0,10,21,0,1,1,1,0,1,1,0,0,0,0,18
6.4,4000,6,192.0,128,320.0,4,21,1,1,1,1,0,1,1,1,1,0,0,10
6.5,3969,4,226.0,64,397.78,0,29,0,1,1,1,0,1,1,1,1,0,0,37
5.8,3046,4,188.0,64,429.89,0,29,0,1,1,1,0,1,1,1,1,0,0,21
6.1,3110,4,194.0,64,494.0,0,29,0,1,1,1,0,1,1,1,1,0,0,83
6.5,5000,8,195.0,128,260.0,7,21,1,1,1,1,0,1,0,0,0,0,0,77
6.4,4000,8,183.0,64,290.0,8,21,1,1,1,1,0,1,1,1,0,0,1,10
6.39,4030,6,179.0,64,320.0,12,21,1,1,1,1,0,1,1,1,0,0,1,10
6.4,6000,6,188.0,64,1400.0,9,21,1,1,1,1,0,1,0,0,0,0,0,10
6.53,4500,8,198.0,128,550.0,3,1,1,1,1,1,0,0,1,1,0,0,1,23
6.53,4500,8,198.0,128,290.0,3,1,1,1,1,1,0,0,1,1,0,0,1,23
6.5,5000,4,195.0,32,210.0,7,21,1,1,1,1,0,1,0,0,0,0,0,77
6.22,4050,4,172.0,64,100.0,5,21,1,0,1,0,0,1,0,0,0,0,0,75
6.4,4000,8,182.0,64,480.0,8,21,1,1,1,1,0,1,1,1,0,0,1,10
6.5,4000,4,183.0,32,110.0,9,21,1,0,1,0,0,1,0,0,0,0,0,76
6.22,5000,4,188.0,32,120.0,12,21,1,0,1,0,0,1,0,0,0,0,0,75
6.55,3800,8,190.0,128,258.5,6,1,1,1,1,1,0,1,1,1,1,0,1,13
6.4,4000,4,198.0,64,140.0,4,21,1,1,1,1,0,1,0,0,0,0,0,8
6.5,5000,6,195.0,64,500.0,7,21,1,1,1,1,0,1,0,0,0,0,0,77
6.4,4000,8,182.0,128,340.0,7,21,1,1,1,1,0,1,1,1,0,0,1,10
6.4,4000,8,192.0,256,560.0,4,21,1,1,1,1,0,1,1,1,1,0,0,10
6.3,4000,8,171.0,64,220.0,2,21,1,0,1,0,0,1,0,0,0,0,0,13
6.39,4000,6,176.0,64,1290.0,3,21,1,0,1,0,0,1,0,0,0,0,0,76
6.5,4000,8,200.0,128,330.0,7,21,1,1,1,1,0,1,1,1,1,0,0,13
5.1,4500,4,256.0,64,250.0,9,17,1,0,1,0,0,1,0,0,0,0,0,43
6.26,4000,6,178.0,64,1700.0,3,21,1,1,1,1,0,1,0,0,0,0,0,10
6.22,5000,4,188.0,32,210.0,12,21,1,0,1,0,0,1,0,0,0,0,0,75
6.67,4085,8,206.0,256,1030.0,6,1,1,1,1,1,0,1,1,1,1,0,1,49
6.3,3700,6,193.0,64,250.0,1,1,1,1,1,1,0,1,0,1,0,0,0,46
5.7,2800,6,162.0,64,300.0,1,1,1,1,1,1,0,1,0,1,0,0,0,7
6.5,4000,6,199.0,64,440.0,8,21,1,1,1,1,0,0,1,1,0,0,1,13
6.67,4085,12,206.0,256,800.0,6,1,1,1,1,1,0,1,1,1,1,0,1,49
6.3,4000,8,163.0,64,1440.0,3,21,1,0,1,0,0,1,0,0,0,0,0,13
6.59,4000,6,196.0,64,240.0,2,21,1,0,1,0,0,0,1,0,0,0,0,10
6.47,5260,8,208.0,128,400.0,12,21,1,1,1,1,0,1,1,1,1,0,1,10
6.57,4100,8,206.0,128,500.0,2,1,1,1,1,1,0,1,1,0,0,0,1,13
6.1,4000,3,166.0,32,100.0,8,21,1,0,1,0,0,1,0,0,0,0,0,76
6.57,4200,8,213.0,128,430.0,2,1,1,1,1,1,0,1,1,0,0,0,1,13
6.3,4000,4,200.0,32,250.0,12,21,1,1,1,1,0,1,0,1,0,0,0,10
6.47,5260,8,208.0,256,480.0,12,21,1,1,1,1,0,1,1,1,1,0,1,10
6.47,5260,6,208.0,128,380.0,12,21,1,1,1,1,0,1,1,1,1,0,1,10
6.59,4000,6,206.0,128,150.0,3,21,1,0,1,0,0,1,0,0,0,0,0,10
6.5,5000,4,198.0,64,270.0,8,21,1,1,1,1,0,1,0,0,0,0,0,77
6.4,4200,8,183.0,128,200.0,3,1,1,0,1,0,0,1,0,0,0,0,0,8
6.57,4100,8,197.0,128,220.0,3,1,1,1,1,1,0,1,1,0,0,0,1,13
6.5,4230,4,180.0,128,150.0,7,21,1,0,1,0,0,1,0,0,0,0,0,77
6.57,4200,8,212.0,128,2150.0,3,1,1,1,1,1,0,1,1,0,0,0,1,13
6.4,4025,8,181.0,128,280.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.5,4025,8,171.0,128,240.0,7,1,1,1,1,1,0,1,1,1,1,0,0,13
6.59,4000,6,206.0,128,280.0,3,21,1,0,1,0,0,1,0,0,0,0,0,10
6.67,4500,8,208.0,64,260.0,12,1,1,1,1,1,0,1,1,1,0,0,1,13
6.67,4500,8,208.0,64,210.0,12,1,1,1,1,1,0,1,1,1,0,0,1,13
6.5,4000,8,172.0,64,380.0,9,1,1,1,1,1,0,1,0,1,0,0,0,13
6.7,4500,8,179.0,128,1020.0,9,1,0,1,1,1,0,1,1,1,1,0,1,13
5.7,3000,2,149.0,16,240.0,9,1,0,0,1,0,0,1,0,0,0,0,0,75
6.4,4025,8,172.0,128,170.0,7,21,1,0,1,0,0,1,0,0,0,0,0,13
6.1,4000,3,166.0,32,40.0,8,21,1,0,1,0,0,1,0,0,0,0,0,76
6.3,4050,4,218.0,64,380.0,9,1,1,0,1,0,0,1,0,0,0,0,0,10
6.7,4500,8,199.0,128,200.0,9,1,1,1,1,1,0,1,1,1,1,0,0,13
6.7,4500,8,186.0,128,336.5,9,1,1,1,1,1,0,1,1,1,1,0,0,13
6.52,5000,4,195.0,32,170.0,8,21,1,1,1,1,0,1,0,0,0,0,0,77
6.57,4200,6,202.0,64,680.0,8,1,1,1,1,1,0,1,1,0,0,0,0,13
6.15,3340,6,152.0,128,140.0,3,21,1,0,1,0,0,1,0,0,0,0,0,9
6.4,4025,8,172.0,128,200.0,7,21,1,0,1,0,0,1,0,0,0,0,0,13
6.4,4200,8,183.0,128,160.0,3,1,1,0,1,0,0,1,0,0,0,0,0,8
6.09,3020,3,150.0,32,290.0,3,21,1,0,1,0,0,1,0,0,0,0,0,76
6.67,4500,8,208.0,64,179.88,12,1,1,1,1,1,0,1,1,1,0,0,1,13
6.5,5000,4,195.0,32,90.0,8,1,1,0,1,0,0,1,0,0,0,0,0,77
6.39,4000,4,176.0,64,240.0,3,21,1,0,1,0,0,1,0,0,0,0,0,76
6.4,4025,8,180.0,128,380.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.2,4000,8,163.0,128,770.0,9,1,0,1,1,1,1,1,1,1,1,0,1,51
6.7,4500,8,188.0,128,880.0,9,1,0,1,1,1,1,1,1,1,1,0,1,51
6.9,5000,16,220.0,128,540.0,9,1,0,1,1,1,1,1,1,1,1,0,1,51
6.22,5000,3,188.0,32,110.0,12,21,1,0,1,0,0,1,0,0,0,0,0,75
6.9,5000,16,222.0,128,540.0,9,1,0,1,1,1,1,1,1,1,1,0,1,51
6.7,4500,8,186.0,128,280.0,9,1,0,1,1,1,1,1,1,1,1,0,1,51
6.2,4000,8,163.0,128,389.99,9,1,0,1,1,1,1,1,1,1,1,0,1,51
6.7,3300,8,183.0,256,550.0,9,1,1,1,1,1,0,1,1,1,1,0,1,19
6.5,4230,6,180.0,64,150.0,7,21,1,0,1,0,0,1,0,0,0,0,0,77
6.67,4780,6,208.0,128,339.0,12,1,1,1,1,1,1,1,1,0,0,0,0,10
6.67,4500,8,208.0,256,930.0,12,1,1,1,1,1,1,1,1,0,0,0,1,10
6.55,4000,3,194.0,64,220.0,4,21,1,0,1,0,0,1,0,0,0,0,0,77
6.53,4000,4,191.0,64,200.0,4,21,1,0,1,0,0,1,0,0,0,0,0,10
6.55,4000,3,191.0,32,1100.0,4,21,1,0,1,0,0,1,0,0,0,0,0,77
6.5,5000,4,195.0,32,150.0,8,1,1,0,1,0,0,1,0,0,0,0,0,77
5.71,3450,3,170.0,32,300.0,4,21,1,0,1,0,0,1,0,0,0,0,0,74
6.2,3580,3,178.0,64,200.0,10,21,0,0,1,0,0,1,0,0,0,0,0,81
6.5,4000,8,181.0,256,700.0,10,1,1,1,1,1,0,0,0,1,0,0,0,55
6.0,3600,4,151.0,64,700.0,10,1,1,1,1,1,0,1,0,0,0,0,0,18
8.0,4500,8,300.0,512,360.0,3,1,1,1,1,1,0,1,0,0,0,0,0,65
6.44,4200,6,205.0,128,439.44,8,1,1,1,1,1,0,0,1,0,0,0,0,13
6.5,4000,12,225.0,512,2000.0,10,1,1,1,1,1,0,0,1,1,0,0,0,55
6.4,6000,8,191.0,64,690.0,9,1,1,1,1,1,0,1,0,0,0,0,0,10
6.5,4000,3,187.0,32,130.0,4,1,1,0,1,0,0,1,0,0,0,0,0,75
6.8,5000,8,213.0,128,240.0,4,1,1,1,1,1,1,1,1,0,0,0,0,17
6.8,5000,8,218.0,128,700.0,4,1,1,1,1,1,1,1,1,0,0,0,0,17
6.4,4200,8,183.0,128,1950.0,3,1,1,0,1,0,0,1,0,0,0,0,0,8
6.3,5000,4,185.0,64,1000.0,3,1,1,0,1,0,0,1,0,0,0,0,0,77
6.4,4025,8,175.0,128,200.0,7,1,1,1,1,1,0,1,0,0,0,0,0,13
6.67,4720,8,222.0,128,390.0,12,1,1,1,1,1,0,1,1,1,1,0,0,13
7.1,5000,8,253.0,256,940.0,12,1,1,1,1,1,0,1,1,1,1,0,0,49
6.39,4000,4,176.0,64,249.99,3,21,1,0,1,0,0,1,0,0,0,0,0,76
6.6,4300,8,202.0,64,179.99,8,1,1,1,1,1,0,1,0,1,0,0,0,13
6.5,4300,8,191.0,64,190.0,8,1,1,1,1,1,0,1,0,1,0,0,0,13
6.7,4260,12,217.0,256,400.0,7,1,1,1,1,1,0,0,1,0,0,0,0,50
6.7,4200,8,209.0,128,440.0,7,1,1,1,1,1,0,0,1,0,0,0,0,50
6.67,5020,8,209.0,64,180.0,12,1,1,1,1,1,0,1,1,1,0,0,1,13
6.67,5020,6,209.0,64,280.0,12,1,1,1,1,1,0,1,1,1,0,0,1,13
6.4,4000,4,177.0,32,650.0,9,1,1,0,1,0,0,1,0,0,0,0,0,76
6.4,4025,8,170.0,128,430.0,7,1,1,1,1,1,0,1,1,0,0,0,0,13
6.5,5000,4,199.0,64,400.0,8,1,1,0,1,0,0,1,0,0,0,0,0,77
6.1,3500,8,152.0,64,160.0,9,1,1,0,1,0,0,1,0,0,0,0,0,13
6.4,6000,6,188.0,64,310.0,9,1,1,1,1,1,0,1,1,1,1,0,0,10
6.67,5020,6,209.0,64,204.95,12,1,1,1,1,1,0,1,1,1,0,0,1,13
6.67,4700,6,218.0,128,390.0,12,1,1,1,1,1,1,1,1,1,1,0,1,13
6.4,5000,8,185.0,64,190.0,9,1,1,0,1,0,0,1,0,0,0,0,0,13
6.67,4700,8,218.0,128,500.0,12,1,1,1,1,1,1,1,1,1,1,0,1,13
6.58,4200,8,209.0,128,520.0,3,1,1,1,1,1,0,0,1,0,0,0,1,27
6.58,4200,8,226.0,256,569.9,3,1,1,1,1,1,0,0,1,0,0,0,1,27
6.1,3800,8,175.0,128,150.0,3,1,1,1,1,1,0,0,1,0,0,0,1,10
10.3,5000,4,460.0,32,180.0,5,21,1,0,1,0,0,1,0,0,0,0,0,25
6.57,4160,8,192.0,64,209.06,12,1,1,1,1,1,0,1,1,0,0,0,1,13
6.09,3020,3,150.0,64,110.0,2,21,1,0,1,0,0,1,0,0,0,0,0,76
6.5,4000,8,190.0,128,310.0,2,1,1,1,1,1,0,1,1,0,0,0,1,13
6.3,5000,4,185.0,64,120.0,2,1,1,0,1,0,0,1,0,0,0,0,0,77
6.4,5000,4,197.0,32,290.0,9,1,0,0,1,0,0,1,0,0,0,0,0,76
6.22,5000,3,188.0,32,90.0,12,21,1,0,1,0,0,1,0,0,0,0,0,75
6.2,4230,3,168.0,64,227.868,7,19,0,0,1,0,0,1,0,0,0,0,0,75
6.7,4500,8,185.0,128,108.88,9,1,1,1,1,1,0,1,1,1,1,0,1,13
6.5,4000,3,193.0,32,190.0,9,1,1,0,1,0,0,1,0,0,0,0,0,77
6.5,4500,8,187.0,128,204.99,9,1,1,1,1,1,0,1,0,1,0,0,0,13
6.39,4000,6,176.0,128,160.0,2,1,1,0,1,0,0,1,0,0,0,0,0,76
6.3,4000,8,165.0,128,200.0,2,1,1,1,1,1,0,1,0,0,0,0,0,13
6.09,3020,3,150.0,64,150.0,2,21,1,0,1,0,0,1,0,0,0,0,0,76
6.55,4000,8,186.0,128,156.8,7,1,1,1,1,1,0,1,1,1,1,0,0,13
6.78,4510,8,199.0,128,369.6,6,1,1,1,1,1,0,1,1,1,1,0,0,50
6.55,4300,8,180.0,128,740.0,6,1,1,1,1,1,0,1,1,1,1,0,0,13
6.55,4300,8,180.0,128,650.0,6,1,1,1,1,1,0,1,1,1,1,0,0,13
6.55,4300,6,180.0,128,876.0,6,1,1,1,1,1,0,1,1,1,1,0,0,13
6.5,4025,12,171.0,256,240.0,7,1,1,1,1,1,0,1,1,0,0,0,0,13
4.7,1821,3,148.0,64,189.5,0,29,0,1,1,1,0,1,1,1,1,0,0,82
6.57,4000,8,190.0,256,650.0,2,1,1,1,1,1,0,0,1,0,0,0,0,10
6.57,4000,8,186.0,128,670.0,2,1,1,1,1,1,0,0,1,0,0,0,0,10
6.53,4000,8,185.0,128,1170.0,2,1,1,1,1,1,0,0,1,0,0,0,1,13
6.21,3400,6,164.0,64,180.0,2,21,1,0,1,0,0,0,1,0,0,0,0,10
6.5,3750,4,188.0,128,220.0,2,21,1,0,1,0,0,1,0,0,0,0,0,10
6.57,4000,8,184.0,128,230.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.5,5000,8,192.0,64,120.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.22,4230,4,165.0,32,469.0,7,21,1,0,1,0,0,1,0,0,0,0,0,75
6.4,4025,8,180.0,128,540.0,7,1,1,1,1,1,0,1,1,0,0,0,0,13
6.5,5000,8,192.0,128,520.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.57,4200,8,194.0,128,260.0,8,1,1,1,1,1,0,1,1,0,0,0,0,13
6.53,4000,8,180.0,128,120.0,3,1,1,1,1,1,0,0,1,0,0,0,1,13
6.57,4000,8,178.0,128,390.0,3,1,1,1,1,1,0,0,1,0,0,0,1,10
5.0,2600,1,154.0,16,238.19,9,20,0,0,1,0,0,1,0,0,0,0,0,70
6.57,4160,8,192.0,64,270.0,12,1,1,1,1,1,0,1,1,1,0,0,1,13
6.39,4000,4,176.0,64,160.0,2,1,1,0,1,0,0,1,0,0,0,0,0,76
6.3,5000,3,185.0,64,150.0,2,1,1,0,1,0,0,1,0,0,0,0,0,77
6.21,3400,4,160.0,128,480.0,3,21,0,0,1,0,0,0,1,0,0,0,0,10
5.45,3020,2,144.0,32,90.0,2,1,1,0,1,0,0,1,0,0,0,0,0,72
6.47,5260,8,204.0,64,254.44,12,1,1,1,1,1,0,1,1,1,0,0,1,10
6.53,5020,6,199.0,64,156.38,12,1,1,0,1,0,0,1,0,0,0,0,0,10
6.67,5020,8,209.0,64,220.0,12,1,1,1,1,1,0,1,1,1,0,0,1,13
6.5,5000,8,192.0,128,535.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
5.45,3020,2,144.0,32,200.0,3,1,1,0,1,0,0,1,0,0,0,0,0,72
6.3,5000,4,185.0,32,110.0,3,1,1,0,1,0,0,1,0,0,0,0,0,77
6.5,4000,4,180.0,64,160.0,3,21,1,0,1,0,0,1,0,0,0,0,0,10
6.8,4300,8,180.0,128,870.0,4,1,1,1,1,1,0,1,1,0,0,0,0,17
6.5,5000,4,195.0,32,100.0,8,1,1,0,1,0,0,1,0,0,0,0,0,77
6.5,5000,4,199.0,128,150.0,8,1,1,0,1,0,0,1,0,0,0,0,0,77
6.67,4500,6,208.0,128,260.0,12,1,1,1,1,1,0,1,1,1,0,0,1,13
6.67,4700,8,219.0,128,247.66,12,1,1,1,1,1,1,1,1,1,1,0,1,13
6.47,4200,8,192.0,128,140.0,3,1,1,1,1,1,0,1,1,0,0,0,1,10
6.7,4500,8,185.0,128,299.99,9,1,1,1,1,1,0,1,1,1,1,0,1,13
6.5,5000,6,192.0,32,500.0,9,1,1,0,1,0,0,1,0,0,0,0,0,77
6.5,4000,8,189.0,128,820.0,3,1,1,1,1,1,0,1,0,0,0,0,0,13
6.3,4000,6,163.0,128,247.83,3,1,1,0,1,0,0,1,0,0,0,0,0,13
10.4,7250,8,480.0,64,280.0,2,1,1,0,1,0,0,1,0,0,0,0,0,26
6.63,4300,8,203.0,64,250.0,2,1,1,1,1,1,0,1,1,0,0,0,1,13
6.2,4000,8,168.0,128,440.0,9,1,0,1,1,1,1,1,1,1,1,0,1,51
6.8,4000,3,219.0,64,360.0,4,1,1,0,1,0,0,1,0,0,0,0,0,17
6.53,4000,4,187.0,64,200.0,4,21,1,0,1,0,0,1,0,0,0,0,0,10
6.5,4000,8,182.0,64,260.0,3,1,1,1,1,1,0,1,0,0,0,0,0,13
6.67,4500,8,208.0,128,250.0,12,1,1,1,1,1,0,1,0,0,0,0,0,13
6.44,4200,6,209.0,128,350.0,8,1,1,1,1,1,0,0,1,0,0,0,1,13
