inches,battery,ram(GB),weight(g),storage(GB),price(USD),brand_encoded,os_encoded,battery_type_encoded,video_720p_encoded,video_1080p_encoded,video_4K_encoded,video_8K_encoded,video_30fps_encoded,video_60fps_encoded,video_120fps_encoded,video_240fps_encoded,video_480fps_encoded,video_960fps_encoded,resolution_encoded
0.18181818181818177,0.06981027813593665,0.043478260869565216,0.02702702702702703,0.029354207436399216,0.035398230088495575,0.25,0.24242424242424243,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8452380952380952
0.22727272727272718,0.1619082703997053,0.043478260869565216,0.02702702702702703,0.029354207436399216,0.02654867256637168,0.3333333333333333,0.36363636363636365,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8452380952380952
0.21212121212121204,0.21716706575796652,0.13043478260869565,0.045945945945945976,0.029354207436399216,0.168141592920354,0.25,0.36363636363636365,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25757575757575757,0.41978264873825755,0.13043478260869565,0.09459459459459457,0.060665362035225046,0.04867256637168141,1.0,0.30303030303030304,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1969696969696969,0.2540062626634739,0.13043478260869565,0.040540540540540515,0.060665362035225046,0.168141592920354,0.25,0.36363636363636365,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.18181818181818177,0.08822987658869041,0.08695652173913043,0.035135135135135165,0.060665362035225046,0.04424778761061947,0.8333333333333333,0.36363636363636365,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8452380952380952
0.21212121212121204,0.21716706575796652,0.13043478260869565,0.043243243243243246,0.060665362035225046,0.168141592920354,0.25,0.36363636363636365,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25757575757575757,0.3553140541536195,0.21739130434782608,0.09459459459459457,0.1232876712328767,0.057522123893805316,0.25,0.36363636363636365,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5119047619047619
0.33333333333333326,0.1619082703997053,0.13043478260869565,0.15675675675675677,0.060665362035225046,0.09292035398230089,0.8333333333333333,0.36363636363636365,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25757575757575757,0.4934610425492725,0.043478260869565216,0.0918918918918919,0.029354207436399216,0.057522123893805316,0.3333333333333333,0.36363636363636365,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8452380952380952
0.25757575757575757,0.41978264873825755,0.13043478260869565,0.09459459459459457,0.029354207436399216,0.03982300884955752,1.0,0.30303030303030304,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.21212121212121204,0.19874746730521275,0.13043478260869565,0.08378378378378376,0.060665362035225046,0.07964601769911504,0.8333333333333333,0.42424242424242425,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.25151515151515147,0.2595321421993001,0.13043478260869565,0.1756756756756757,0.1232876712328767,0.12389380530973451,0.8333333333333333,0.42424242424242425,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7857142857142857
0.25757575757575757,0.14717259163750235,0.043478260869565216,0.13513513513513514,0.029354207436399216,0.030973451327433628,0.8333333333333333,0.36363636363636365,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8452380952380952
0.21212121212121204,0.19874746730521275,0.08695652173913043,0.045945945945945976,0.060665362035225046,0.09292035398230089,0.5833333333333333,0.24242424242424243,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8452380952380952
0.33333333333333326,0.4013630502855038,0.21739130434782608,0.14864864864864863,0.1232876712328767,0.09292035398230089,0.5833333333333333,0.2727272727272727,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18181818181818177,0.180327868852459,0.043478260869565216,0.11351351351351352,0.029354207436399216,0.13716814159292035,0.75,0.36363636363636365,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8452380952380952
0.25757575757575757,0.2724258611162277,0.043478260869565216,0.10000000000000003,0.029354207436399216,0.057522123893805316,0.75,0.3939393939393939,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8452380952380952
0.36363636363636354,0.3092650580217351,0.21739130434782608,0.1162162162162162,0.1232876712328767,0.13716814159292035,0.75,0.36363636363636365,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5357142857142857
0.18181818181818177,0.12506907349419782,0.043478260869565216,0.035135135135135165,0.0136986301369863,0.057522123893805316,0.3333333333333333,0.33333333333333337,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8095238095238095
0.18181818181818177,0.21716706575796652,0.043478260869565216,0.05405405405405406,0.029354207436399216,0.10619469026548672,0.25,0.30303030303030304,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8452380952380952
0.22727272727272718,0.180327868852459,0.17391304347826086,0.029729729729729704,0.029354207436399216,0.05309734513274336,0.3333333333333333,0.36363636363636365,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8452380952380952
0.20454545454545459,0.28163566034260457,0.21739130434782608,0.10270270270270271,0.1232876712328767,0.12831858407079647,1.0,0.4545454545454546,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.18181818181818177,0.21716706575796652,0.043478260869565216,0.05405405405405406,0.029354207436399216,0.08849557522123894,0.25,0.30303030303030304,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8452380952380952
0.25757575757575757,0.4013630502855038,0.043478260869565216,0.09459459459459457,0.029354207436399216,0.022123893805309734,0.25,0.36363636363636365,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8452380952380952
0.25757575757575757,0.2797937004973292,0.13043478260869565,0.10540540540540538,0.1232876712328767,0.05309734513274336,0.25,0.36363636363636365,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18181818181818177,0.20795726653158964,0.13043478260869565,0.035135135135135165,0.1232876712328767,0.04424778761061947,0.25,0.36363636363636365,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
