battery,ram(GB),weight(g),storage(GB),price(USD),brand_encoded,os_encoded,battery_type_encoded,resolution_encoded,price(USD)
0.0698102781359366,0.0434782608695652,0.027027027027027,0.0293542074363992,0.0353982300884955,0.25,0.2424242424242424,1.0,0.8452380952380952,0.0353982300884955
0.1619082703997053,0.0434782608695652,0.027027027027027,0.0293542074363992,0.0265486725663716,0.3333333333333333,0.3636363636363636,0.0,0.8452380952380952,0.0265486725663716
0.2171670657579665,0.1304347826086956,0.0459459459459459,0.0293542074363992,0.168141592920354,0.25,0.3636363636363636,0.0,0.0,0.168141592920354
0.4197826487382575,0.1304347826086956,0.0945945945945945,0.060665362035225,0.0486725663716814,1.0,0.303030303030303,1.0,0.0,0.0486725663716814
0.2540062626634739,0.1304347826086956,0.0405405405405405,0.060665362035225,0.168141592920354,0.25,0.3636363636363636,0.0,0.0,0.168141592920354
0.0882298765886904,0.0869565217391304,0.0351351351351351,0.060665362035225,0.0442477876106194,0.8333333333333333,0.3636363636363636,0.0,0.8452380952380952,0.0442477876106194
0.2171670657579665,0.1304347826086956,0.0432432432432432,0.060665362035225,0.168141592920354,0.25,0.3636363636363636,1.0,0.0,0.168141592920354
0.3553140541536195,0.217391304347826,0.0945945945945945,0.1232876712328767,0.0575221238938053,0.25,0.3636363636363636,0.0,0.5119047619047619,0.0575221238938053
0.1619082703997053,0.1304347826086956,0.1567567567567567,0.060665362035225,0.0929203539823008,0.8333333333333333,0.3636363636363636,0.0,0.0,0.0929203539823008
0.4934610425492725,0.0434782608695652,0.0918918918918919,0.0293542074363992,0.0575221238938053,0.3333333333333333,0.3636363636363636,0.0,0.8452380952380952,0.0575221238938053
0.4197826487382575,0.1304347826086956,0.0945945945945945,0.0293542074363992,0.0398230088495575,1.0,0.303030303030303,1.0,0.0,0.0398230088495575
0.1987474673052127,0.1304347826086956,0.0837837837837837,0.060665362035225,0.079646017699115,0.8333333333333333,0.4242424242424242,0.0,0.0,0.079646017699115
0.2595321421993001,0.1304347826086956,0.1756756756756757,0.1232876712328767,0.1238938053097345,0.8333333333333333,0.4242424242424242,0.0,0.7857142857142857,0.1238938053097345
0.1471725916375023,0.0434782608695652,0.1351351351351351,0.0293542074363992,0.0309734513274336,0.8333333333333333,0.3636363636363636,0.0,0.8452380952380952,0.0309734513274336
0.1987474673052127,0.0869565217391304,0.0459459459459459,0.060665362035225,0.0929203539823008,0.5833333333333333,0.2424242424242424,0.0,0.8452380952380952,0.0929203539823008
0.4013630502855038,0.217391304347826,0.1486486486486486,0.1232876712328767,0.0929203539823008,0.5833333333333333,0.2727272727272727,0.0,0.0,0.0929203539823008
0.180327868852459,0.0434782608695652,0.1135135135135135,0.0293542074363992,0.1371681415929203,0.75,0.3636363636363636,0.0,0.8452380952380952,0.1371681415929203
0.2724258611162277,0.0434782608695652,0.1,0.0293542074363992,0.0575221238938053,0.75,0.3939393939393939,0.0,0.8452380952380952,0.0575221238938053
0.3092650580217351,0.217391304347826,0.1162162162162162,0.1232876712328767,0.1371681415929203,0.75,0.3636363636363636,0.0,0.5357142857142857,0.1371681415929203
0.1250690734941978,0.0434782608695652,0.0351351351351351,0.0136986301369863,0.0575221238938053,0.3333333333333333,0.3333333333333333,0.0,0.8095238095238095,0.0575221238938053
0.2171670657579665,0.0434782608695652,0.054054054054054,0.0293542074363992,0.1061946902654867,0.25,0.303030303030303,0.0,0.8452380952380952,0.1061946902654867
0.180327868852459,0.1739130434782608,0.0297297297297297,0.0293542074363992,0.0530973451327433,0.3333333333333333,0.3636363636363636,0.0,0.8452380952380952,0.0530973451327433
0.2816356603426045,0.217391304347826,0.1027027027027027,0.1232876712328767,0.1283185840707964,1.0,0.4545454545454546,1.0,0.0,0.1283185840707964
0.2171670657579665,0.0434782608695652,0.054054054054054,0.0293542074363992,0.0884955752212389,0.25,0.303030303030303,0.0,0.8452380952380952,0.0884955752212389
0.4013630502855038,0.0434782608695652,0.0945945945945945,0.0293542074363992,0.0221238938053097,0.25,0.3636363636363636,0.0,0.8452380952380952,0.0221238938053097
0.2797937004973292,0.1304347826086956,0.1054054054054053,0.1232876712328767,0.0530973451327433,0.25,0.3636363636363636,1.0,0.0,0.0530973451327433
0.2079572665315896,0.1304347826086956,0.0351351351351351,0.1232876712328767,0.0442477876106194,0.25,0.3636363636363636,1.0,0.0,0.0442477876106194
0.0698102781359366,0.0,0.1216216216216216,0.0136986301369863,0.0840707964601769,0.25,0.303030303030303,0.0,0.8095238095238095,0.0840707964601769
0.042180880456806,0.0,0.0351351351351351,0.0136986301369863,0.0884955752212389,0.75,0.7575757575757576,0.0,0.7976190476190476,0.0884955752212389
0.6408178301713023,0.1304347826086956,0.2189189189189189,0.060665362035225,0.0707964601769911,1.0,0.4545454545454546,0.0,0.0,0.0707964601769911
0.4197826487382575,0.1304347826086956,0.054054054054054,0.0293542074363992,0.0309734513274336,1.0,0.3333333333333333,1.0,0.8452380952380952,0.0309734513274336
0.2319027445201694,0.0434782608695652,0.054054054054054,0.060665362035225,0.0221238938053097,0.3333333333333333,0.3636363636363636,0.0,0.0,0.0221238938053097
0.2540062626634739,0.1304347826086956,0.0621621621621621,0.1232876712328767,0.0929203539823008,0.5833333333333333,0.2727272727272727,0.0,0.0,0.0929203539823008
0.4197826487382575,0.0434782608695652,0.0972972972972973,0.060665362035225,0.0619469026548672,0.3333333333333333,0.3636363636363636,0.0,0.0,0.0619469026548672
0.2540062626634739,0.1304347826086956,0.0621621621621621,0.1232876712328767,0.0929203539823008,0.5833333333333333,0.2727272727272727,0.0,0.0,0.0929203539823008
0.2171670657579665,0.217391304347826,0.054054054054054,0.1232876712328767,0.0929203539823008,0.5833333333333333,0.4545454545454546,1.0,0.0,0.0929203539823008
0.4013630502855038,0.217391304347826,0.1567567567567567,0.1232876712328767,0.0929203539823008,0.5833333333333333,0.4545454545454546,1.0,0.0,0.0929203539823008
0.2724258611162277,0.1304347826086956,0.1324324324324324,0.060665362035225,0.0707964601769911,0.75,0.3636363636363636,0.0,0.0,0.0707964601769911
0.3276846564744888,0.0869565217391304,0.1378378378378378,0.0293542074363992,0.0398230088495575,0.75,0.3636363636363636,0.0,0.0,0.0398230088495575
0.3276846564744888,0.0869565217391304,0.1378378378378378,0.0293542074363992,0.0707964601769911,0.75,0.3636363636363636,0.0,0.0,0.0707964601769911
0.2171670657579665,0.0869565217391304,0.081081081081081,0.0293542074363992,0.0176991150442477,0.75,0.3636363636363636,0.0,0.8452380952380952,0.0176991150442477
0.4013630502855038,0.0869565217391304,0.0945945945945945,0.060665362035225,0.0398230088495575,0.25,0.3636363636363636,0.0,0.8452380952380952,0.0398230088495575
0.2540062626634739,0.1304347826086956,0.0486486486486486,0.1232876712328767,0.0929203539823008,0.5833333333333333,0.4242424242424242,0.0,0.0,0.0929203539823008
0.2171670657579665,0.1304347826086956,0.0432432432432432,0.060665362035225,0.0309734513274336,0.3333333333333333,0.3636363636363636,0.0,0.5119047619047619,0.0309734513274336
0.2171670657579665,0.1304347826086956,0.0513513513513513,0.0293542074363992,0.0707964601769911,0.3333333333333333,0.4545454545454546,1.0,0.0119047619047619,0.0707964601769911
0.0237612820040523,0.0869565217391304,0.0945945945945945,0.0293542074363992,0.1725663716814159,0.75,0.303030303030303,0.0,0.7976190476190476,0.1725663716814159
0.2540062626634739,0.1304347826086956,0.1,0.1232876712328767,0.0707964601769911,0.75,0.4545454545454546,0.0,0.5119047619047619,0.0707964601769911
0.2208509854485172,0.0434782608695652,0.0405405405405405,0.0293542074363992,0.0929203539823008,0.25,0.3636363636363636,0.0,0.8452380952380952,0.0929203539823008
0.1619082703997053,0.1304347826086956,0.027027027027027,0.060665362035225,0.1150442477876106,0.8333333333333333,0.5151515151515151,0.0,0.8452380952380952,0.1150442477876106
0.4013630502855038,0.1304347826086956,0.2108108108108108,0.1232876712328767,0.2035398230088495,0.75,0.3636363636363636,0.0,0.5357142857142857,0.2035398230088495
0.2963713391048075,0.1304347826086956,0.1594594594594594,0.060665362035225,0.0486725663716814,0.8333333333333333,0.3636363636363636,0.0,0.0,0.0486725663716814
0.4013630502855038,0.1304347826086956,0.1351351351351351,0.060665362035225,0.0707964601769911,0.4166666666666666,0.4545454545454546,1.0,0.0,0.0707964601769911
0.2724258611162277,0.217391304347826,0.1756756756756757,0.1232876712328767,0.0752212389380531,0.75,0.4545454545454546,0.0,0.5357142857142857,0.0752212389380531
0.2724258611162277,0.1304347826086956,0.0756756756756756,0.1232876712328767,0.0707964601769911,0.3333333333333333,0.4848484848484848,1.0,0.5238095238095237,0.0707964601769911
0.1619082703997053,0.1304347826086956,0.0675675675675676,0.1232876712328767,0.0973451327433628,0.8333333333333333,0.5151515151515151,0.0,0.0,0.0973451327433628
0.2319027445201694,0.1304347826086956,0.0945945945945945,0.060665362035225,0.0575221238938053,1.0,0.4848484848484848,1.0,0.0,0.0575221238938053
0.2171670657579665,0.0869565217391304,0.0189189189189188,0.0293542074363992,0.1946902654867256,0.5833333333333333,0.4242424242424242,0.0,0.8452380952380952,0.1946902654867256
0.2908454595689814,0.3043478260869565,0.1486486486486486,0.1232876712328767,0.163716814159292,1.0,0.4242424242424242,0.0,0.0119047619047619,0.163716814159292
0.3092650580217351,0.217391304347826,0.0891891891891892,0.1232876712328767,0.1061946902654867,1.0,0.4242424242424242,0.0,0.0,0.1061946902654867
0.4013630502855038,0.0869565217391304,0.0945945945945945,0.060665362035225,0.0707964601769911,0.4166666666666666,0.4545454545454546,1.0,0.8452380952380952,0.0707964601769911
0.2171670657579665,0.1304347826086956,0.1351351351351351,0.060665362035225,0.2256637168141592,0.75,0.4242424242424242,0.0,0.0,0.2256637168141592
0.4013630502855038,0.1304347826086956,0.0945945945945945,0.060665362035225,0.0619469026548672,0.4166666666666666,0.4545454545454546,1.0,0.0,0.0619469026548672
0.0,0.0434782608695652,0.0486486486486486,0.1232876712328767,0.0752212389380531,0.0,0.7878787878787878,0.0,0.9761904761904762,0.0752212389380531
0.1648554061521459,0.0869565217391304,0.1189189189189189,0.1232876712328767,0.1061946902654867,0.0,0.8181818181818182,0.0,0.25,0.1061946902654867
0.2540062626634739,0.1304347826086956,0.0621621621621621,0.1232876712328767,0.0973451327433628,0.5833333333333333,0.4545454545454546,1.0,0.0119047619047619,0.0973451327433628
0.2540062626634739,0.217391304347826,0.0594594594594594,0.060665362035225,0.0486725663716814,0.5833333333333333,0.4545454545454546,0.0,0.0119047619047619,0.0486725663716814
0.1471725916375023,0.0869565217391304,0.0648648648648648,0.0293542074363992,0.0566371681415929,0.8333333333333333,0.4242424242424242,0.0,0.8452380952380952,0.0566371681415929
0.4013630502855038,0.217391304347826,0.1297297297297297,0.1232876712328767,0.0486725663716814,0.25,0.5151515151515151,1.0,0.0119047619047619,0.0486725663716814
0.4013630502855038,0.1304347826086956,0.1513513513513513,0.1232876712328767,0.0619469026548672,0.25,0.5151515151515151,1.0,0.5119047619047619,0.0619469026548672
0.0329710812304291,0.0,0.0,0.0136986301369863,0.2035398230088495,0.75,0.3636363636363636,0.0,0.8333333333333333,0.2035398230088495
0.2797937004973292,0.1304347826086956,0.0918918918918919,0.1232876712328767,0.1150442477876106,0.25,0.3636363636363636,0.0,0.0119047619047619,0.1150442477876106
0.4013630502855038,0.217391304347826,0.1297297297297297,0.4990215264187866,0.0663716814159292,0.25,0.5151515151515151,1.0,0.0119047619047619,0.0663716814159292
0.1619082703997053,0.1304347826086956,0.0351351351351351,0.1232876712328767,0.2522123893805309,0.0833333333333333,0.5151515151515151,0.0,0.0,0.2522123893805309
0.3129489777122859,0.1304347826086956,0.1216216216216216,0.1232876712328767,0.2123893805309734,0.0833333333333333,0.5151515151515151,0.0,0.5238095238095237,0.2123893805309734
0.2319027445201694,0.1304347826086956,0.0621621621621621,0.060665362035225,0.0442477876106194,1.0,0.4848484848484848,0.0,0.8452380952380952,0.0442477876106194
0.2540062626634739,0.1304347826086956,0.0594594594594594,0.060665362035225,0.1592920353982301,0.5833333333333333,0.4242424242424242,0.0,0.0119047619047619,0.1592920353982301
0.4013630502855038,0.217391304347826,0.1405405405405405,0.1232876712328767,0.1194690265486725,0.5833333333333333,0.4545454545454546,1.0,0.0119047619047619,0.1194690265486725
0.2319027445201694,0.0434782608695652,0.054054054054054,0.0293542074363992,0.0221238938053097,1.0,0.3636363636363636,0.0,0.8452380952380952,0.0221238938053097
0.9539510038681156,0.0434782608695652,1.0,0.060665362035225,0.0575221238938053,0.4166666666666666,0.3636363636363636,0.0,0.2976190476190476,0.0575221238938053
0.2171670657579665,0.0869565217391304,0.0189189189189188,0.0293542074363992,0.0265486725663716,1.0,0.4848484848484848,0.0,0.8452380952380952,0.0265486725663716
